Rank,Tactic,TID,Technique,Percentage,Reporter,Year,Type,"extracted_Source"
87,"Persistence
Prvilege Escalation","T1098.005","Account Manipulation: Device Registration","1.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,"Persistence
Prvilege Escalation","T1098.005","Account Manipulation: Device Registration","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
166,"Persistence
Prvilege Escalation","T1098.004","Account Manipulation: SSH Authorized Keys","1.7","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
96,"Persistence
Prvilege Escalation","T1098.004","Account Manipulation: SSH Authorized Keys","1.1","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
230,"Persistence
Prvilege Escalation","T1098.004","Account Manipulation: SSH Authorized Keys","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
118,"Persistence
Prvilege Escalation","T1098.002","Account Manipulation: Additional Email Delegate Permissions","0.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
230,"Persistence
Prvilege Escalation","T1098.002","Account Manipulation: Additional Email Delegate Permissions","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Persistence
Prvilege Escalation","T1098.002","Account Manipulation: Exchange Email Delegate Permissions","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
275,"Persistence
Prvilege Escalation","T1098.001","Account Manipulation: Additional Cloud Credentials","0.4","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
110,"Persistence
Prvilege Escalation","T1098.001","Account Manipulation: Additional Cloud Credentials","0.7","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
230,"Persistence
Prvilege Escalation","T1098.001","Account Manipulation: Additional Cloud Credentials","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
24,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","18.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
30,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","14.1","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
76,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","8.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
31,"Persistence
Prvilege Escalation",T1098,"Account Manipulation",9,"M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
16,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","10.13","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
6,"Persistence
Prvilege Escalation",T1098,"Account Manipulation","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
7,"Command and Control",T1095,"Non-Application Layer Protocol","14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a"
56,"Command and Control",T1095,"Non-Application Layer Protocol","12.8","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
5,"Command and Control",T1095,"Non-Application Layer Protocol","7.75","CTID Sightings",2022,Private,"https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf"
6,"Command and Control",T1095,"Non-Application Layer Protocol","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
23,"Command and Control",T1095,"Non-Application Layer Protocol",13,"M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
58,"Command and Control",T1095,"Non-Application Layer Protocol","1.76","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
5,"Command and Control",T1095,"Non-Application Layer Protocol","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,,T1094,"Custom Command and Control","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,"Command and Control",T1092,"Communication through Removable Media","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
263,"Initial Access
Lateral Movement",T1091,"Replication Through Removable Media","0.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
252,"Initial Access
Lateral Movement",T1091,"Replication Through Removable Media","0.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
87,"Initial Access
Lateral Movement",T1091,"Replication Through Removable Media","1.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
10,"Initial Access
Lateral Movement",T1091,"Replication Through Removable Media","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a"
115,"Initial Access
Lateral Movement",T1091,"Replication through Removable Media","0.5","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,"Initial Access
Lateral Movement",T1091,"Replication through Removable Media","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
10,"Command and Control","T1090.004","Proxy: Domain Fronting","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
210,"Command and Control","T1090.004","Proxy: Domain Fronting","0.8","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
130,"Command and Control","T1090.004","Proxy: Domain Fronting","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,"Command and Control","T1090.004","Proxy: Domain Fronting","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,"Command and Control","T1090.003","Proxy: Multi-hop Proxy","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
10,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a"
131,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","3.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
63,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","3.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
3,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","30.77",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
52,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","2.2","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
5,"Command and Control","T1090.003","Proxy: Multi-Hop Proxy","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,"Command and Control","T1090.002","Proxy: External Proxy","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,"Command and Control","T1090.002","Proxy: External Proxy","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a"
5,"Command and Control","T1090.002","Proxy: External Proxy","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
4,"Command and Control","T1090.002","Proxy: External Proxy","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,"Command and Control","T1090.001","Proxy: Internal Proxy","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,"Command and Control","T1090.001","Proxy: Internal Proxy","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a"
4,"Command and Control",T1090,Proxy,"36.36",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,"Command and Control",T1090,Proxy,"10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
97,"Command and Control",T1090,Proxy,"6.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
4,"Command and Control",T1090,Proxy,"7.98","CTID Sightings",2022,Private,"https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf"
4,"Command and Control",T1090,Proxy,"21.43",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
51,"Command and Control",T1090,Proxy,"4.9","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
27,"Command and Control",T1090,Proxy,"5.29","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
4,"Command and Control",T1090,Proxy,"18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
235,Discovery,"T1087.004","Account Discovery: Cloud Account","0.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
101,Discovery,"T1087.004","Account Discovery: Cloud Account","0.9","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
311,Discovery,"T1087.004","Account Discovery: Cloud Account","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
127,Discovery,"T1087.003","Account Discovery: Email Account","0.4","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,Discovery,"T1087.003","Account Discovery: Email Account","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
311,Discovery,"T1087.003","Account Discovery: Email Account","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,Discovery,"T1087.003","Account Discovery: Email Account","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
6,Discovery,"T1087.003","Account Discovery: Email Account","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
40,Discovery,"T1087.002","Account Discovery: Domain Account",15,"M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
61,Discovery,"T1087.002","Account Discovery: Domain Account","5.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
5,Discovery,"T1087.002","Account Discovery: Domain Account","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
6,Discovery,"T1087.002","Account Discovery: Domain Account","17.86",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
158,Discovery,"T1087.002","Account Discovery: Domain Account","2.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,Discovery,"T1087.002","Account Discovery: Domain Account","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
5,Discovery,"T1087.002","Account Discovery: Domain Account","15.38",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
6,Discovery,"T1087.002","Account Discovery: Domain Account","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
59,Discovery,"T1087.001","Account Discovery: Local Account","10.5","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
62,Discovery,"T1087.001","Account Discovery: Local Account","5.1","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,Discovery,"T1087.001","Account Discovery: Local Account","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
10,Discovery,"T1087.001","Account Discovery: Local Account","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a"
6,Discovery,"T1087.001","Account Discovery: Local Account","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
6,Discovery,"T1087.001","Account Discovery: Local Account","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
13,Discovery,T1087,"Account Discovery","28.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
23,Discovery,T1087,"Account Discovery","18.3","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,Discovery,T1087,"Account Discovery","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
45,Discovery,T1087,"Account Discovery","13.7","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
42,Discovery,T1087,"Account Discovery","3.52","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
6,Discovery,T1087,"Account Discovery","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
144,,T1086,"Exploitation for Privilege Escalation","0.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
2,Discovery,T1083,"File and Directory Discovery","38.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,Discovery,T1083,"File and Directory Discovery","29.3","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
2,Discovery,T1083,"File and Directory Discovery","54.55",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
5,Discovery,T1083,"File and Directory Discovery","21.43",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a"
6,Discovery,T1083,"File and Directory Discovery","31.7","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
2,Discovery,T1083,"File and Directory Discovery","35.71",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
4,Discovery,T1083,"File and Directory Discovery","23.08",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
45,Discovery,T1083,"File and Directory Discovery","3.08","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
1,Discovery,T1083,"File and Directory Discovery","37.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
4,Discovery,T1082,"System Information Discovery","37.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
6,Discovery,T1082,"System Information Discovery","31.3","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
4,Discovery,T1082,"System Information Discovery","36.36",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
5,Discovery,T1082,"System Information Discovery","21.43",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
5,Discovery,T1082,"System Information Discovery","31.8","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
3,Discovery,T1082,"System Information Discovery","28.57",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
25,Discovery,T1082,"System Information Discovery","5.73","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
3,Discovery,T1082,"System Information Discovery",25,CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
339,"Lateral Movement",T1080,"Taint Shared Content","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
6,"Lateral Movement",T1080,"Taint Shared Content","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
6,"Lateral Movement",T1080,"Taint Shared Content","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
6,"Lateral Movement",T1080,"Taint Shared Content","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,,T1079,"Multilayer Encryption","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
161,"Initial Access
Persistence
Prvilege Escalation
Defense Evasion","T1078.004","Valid Accounts: Cloud Accounts","2.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
4,"Initial Access
Persistence
Prvilege Escalation
Defense Evasion","T1078.004","Valid Accounts: Cloud Accounts","7.7","Red Canary",2024,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2024ThreatDetectionReport_RedCanary.pdf?version=0"
4,"Initial Access
Persistence
Prvilege Escalation
Defense Evasion","T1078.004","Valid Accounts: Cloud Accounts","36.36",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
6,"Initial Access
Persistence
Prvilege Escalation
Defense Evasion","T1078.004","Valid Accounts: Cloud Accounts","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
6,"Initial Access
Persistence
Prvilege Escalation
Defense Evasion","T1078.004","Valid Accounts: Cloud Accounts","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
