Rank,TID,Technique,Percentage,Reporter,Year,Type,Source
6,T1213.002,Data from Information Repositories: SharePoint,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1217,Browser Bookmark Discovery,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1218.001,System Binary Proxy Execution: Compiled HTML File,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
74,T1218.005,System Binary Proxy Execution: Mshta,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1218.005,System Binary Proxy Execution: Mshta,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
69,T1218.010,System Binary Proxy Execution: Regsvr32,0.88,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
4,T1218.011,System Binary Proxy Execution: Rundll32,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
52,T1219,Remote Access Software,2.2,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
4,T1219,Remote Access Software,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1221,Template Injection,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
74,T1480,Execution Guardrails,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
6,T1480.001,Execution Guardrails: Environmental Keying,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
62,T1482,Domain Trust Discovery,1.32,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
9,T1482,Domain Trust Discovery,5,Red Canary,2020,Private,https://issa-centralmd.org/wp-content/uploads/2021-01-27-Red-Canary-Threat-Detection-Report.pdf
69,T1497,Virtualization/Sandbox Evasion,0.88,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1498,Network Denial of Service,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1499,Endpoint Denial of Service,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
8,T1505.003,Server Software Component: Web Shell,15.68,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
3,T1505.003,Server Software Component: Web Shell,25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1518,Software Discovery,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
22,T1518.001,Software Discovery: Security Software Discovery,7.49,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
4,T1518.001,Software Discovery: Security Software Discovery,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1528,Steal Application Access Token,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1542.003,Pre-OS Boot: Bootkit,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
2,T1543.003,Create or Modify System Process: Windows Service,31.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1546.001,Event Triggered Execution: Change Default File Association,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1546.003,Event Triggered Execution: Windows Managment Instrumentation Event Subscription,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
45,T1546.008,Event Triggered Execution: Accesibility Features,3.08,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1546.008,Event Triggered Execution: Accesibility Features,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
58,T1546.011,Event Triggered Execution: Accesibility Features Application Shimming,1.76,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1546.015,Event Triggered Execution: Component Object Model Hijacking,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1547,Boot or Logon Autostart Execution,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
27,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,5.29,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
1,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,37.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
45,T1547.004,Boot or Logon Autostart Execution: Winlogon Helper DLL,3.08,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
74,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1550.001,Use Alternate Authentication Material: Application Access Token,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1550.003,Use Alternate Authentication Material: Pass the Ticket,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
74,T1552.001,Unsecured Credentials: Credentials in Files,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1552.001,Unsecured Credentials: Credentials in Files,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
74,T1552.002,Unsecured Credentials: Credentials in Registry,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
6,T1552.004,Unsecured Credentials: Private Keys,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1552.006,Unsecured Credentials: Group Policy Preferences,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
27,T1553.002,Subvert Trust Controls: Code Signing,5.29,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
4,T1553.002,Subvert Trust Controls: Code Signing,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1555,Credentials from Password Stores,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
3,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
74,T1559.002,Inter-Process Communication: Dynamic Data Exchange,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
6,T1559.002,Inter-Process Communication: Dynamic Data Exchange,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
10,T1560,Archive Collected Data,13,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
4,T1560,Archive Collected Data,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1560.001,Archive Collected Data: Archive via Utility,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1560.003,Archive Collected Data: Archive via Custom Method,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
25,T1562.001,Impair Defenses: Disable or Modify Tools,5.73,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
10,T1562.001,Impair Defenses: Disable or Modify Tools,5,Red Canary,2020,Private,https://issa-centralmd.org/wp-content/uploads/2021-01-27-Red-Canary-Threat-Detection-Report.pdf
4,T1562.001,Impair Defenses: Disable or Modify Tools,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1562.003,Impair Defenses: Impair Command History Logging,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1562.004,Impair Defenses: Disable or Modify System Firewall,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
45,T1562.006,Impair Defenses: Indicator Blocking,3.08,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
6,T1562.006,Impair Defenses: Indicator Blocking,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
74,T1564.001,Hide Artifacts: Hidden Files and Directories,0.44,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1564.001,Hide Artifacts: Hidden Files and Directories,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1564.003,Hide Artifacts: Hidden Window,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
69,T1564.004,Hide Artifacts: NTFS File Attributes,0.88,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
62,T1565.001,Data Manipulation: Stored Data Manipulation,1.32,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
27,T1566.001,Phishing: Spearphishing Attachment,5.29,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
1,T1566.001,Phishing: Spearphishing Attachment,37.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
36,T1566.002,Phishing: Spearphishing Link,4.41,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
1,T1566.002,Phishing: Spearphishing Link,37.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1566.003,Phishing: Spearphishing via Service,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1568.002,Dynamic Resolution: Domain Generation Algorithms,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
4,T1569.002,System Services: Service Execution,28.19,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
4,T1569.002,System Services: Service Execution,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1571,Non-Standard Port,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
6,T1572,Protocol Tunneling,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
9,T1573,Encrypted Channel,14.1,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
6,T1573,Encrypted Channel,6.25,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
5,T1573.001,Encrypted Channel: Symmetric Cryptography,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
4,T1573.002,Encrypted Channel: Asymmetric Cryptography,18.75,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
38,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,3.96,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
8,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,5,Red Canary,2020,Private,https://issa-centralmd.org/wp-content/uploads/2021-01-27-Red-Canary-Threat-Detection-Report.pdf
38,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,3.96,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
5,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,12.5,CISA,2020,Public,https://www.cisa.gov/uscert/ncas/alerts/2020
42,T1574.008,Hijack Exectuion Flow: Path Interception by Search Order Hijacking,3.52,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
52,T1574.011,Hijack Exectuion Flow: Services Registry Permissions Weakness,2.2,M-Trends,2020,Private,https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf
